공항코드(IATA),영문공항명,한글공항명,지역,영문국가명,한글국가명,영문도시명
NTN,Normanton Airport,노먼턴 공항,대양주,Australia,오스트레일리아,Normanton
NRK,Norrkoping Airport,쿤상겐 공항,유럽,Sweden,스웨덴,Norrkoping
NUS,Norsup Airport,노르섭 공항,대양주,Vanuatu,바누아투,Norsup
YYB,North Bay/Jack Garland Airport,노스베이 공항,북미,Canada,캐나다,North Bay
OTH,Southwest Oregon Regional Airport,노스벤드 시공항,북미,United States of America,미국,North Bend
ELH,North Eleuthera International Airport,노스 일루서라 국제공항,중남미,Bahamas,바하마,North Eleuthera
IXI,Lilabari Airport,릴라바리 공항,아시아,India,인도,North Lakhimpur
LBF,North Platte Regional Airport,노스플랫 지역공항  ,북미,United States of America,미국,North Platte
NRL,North Ronaldsay Airport,노스로널드세이 공항,유럽,United Kingdom,영국,North Ronaldsay
YNO,North Spirit Lake Airport,노스스피릿 레이크 공항,북미,Canada,캐나다,North Spirit Lake
WWP,Whale Pass Airport,고래 패스 공항,북미,United States of America,미국,North Whale Pass
ORT,Northway Airport,노스웨이 공항,북미,United States of America,미국,Northway
YNE,Norway House Airport,노르웨이 하우스 공항,북미,Canada,캐나다,Norway House
NWI,Norwich International Airport,노리치 국제공항,유럽,United Kingdom,영국,Norwich
OWD,Norwood Memorial Airport,노우드 미모리얼 공항,북미,United States of America,미국,Norwood
NSH,Noshahr Airport,노샤르 공항,중동,Iran,이란,Noshahr
NOS,Nosy Be Fascene Airport,페신 공항,아프리카,Madagascar,마다가스카르,Nossi-Be
NTB,Notodden Airport,노토덴 공항,유럽,Norway,노르웨이,Notodden
EMA,East Midlands Airport,노팅엄 이스트 미들랜 공항,유럽,United Kingdom,영국,Nottingham
NDB,Nouadhibou Airport,누아디부 국제공항,아프리카,Mauritania,모리타니,Nouadhibou
NKC,Nouakchott-Oumtounsy International Airport,누악쇼트 국제공항,아프리카,Mauritania,모리타니,Nouakchott
GEA,Noumea Magenta Airport,마젠타 공항,대양주,New Caledonia,뉴칼레도니아,Noumea
NOU,Noumea Tontouta Airport,라 톤투타 국제공항,대양주,New Caledonia,뉴칼레도니아,Noumea
NOZ,Novokuznetsk Spichenkovo Airport,노보쿠즈네츠크 공항,유럽,Russian Federation,러시아,Novokuznetsk
OVB,Novosibirsk Tolmachevo Airport,노보시비르스크 공항 ,유럽,Russian Federation,러시아,Novosibirsk
OHH,Okha Novostroyka Airport,오하 공항,유럽,Russian Federation,러시아,Novostroyka 
NUX,Novy Urengoy Airport,노비 우렝고이 공항,유럽,Russian Federation,러시아,Novyj Urengoj
NOJ,Noyabrsk Airport,노야브스크 공항,유럽,Russian Federation,러시아,Noyabrsk
GER,Nueva Gerona Rafael Cabrera Airport,라페엘 가브레라 공항,중남미,Cuba,쿠바,Nueva Gerona
NLD,Nuevo Laredo Quetzalcoatl International Airport,케첼코울 국제공항,중남미,Mexico,멕시코,Nuevo Laredo
NUI,Nuiqsut Airport,닉서트 공항,북미,United States of America,미국,Nuiqsut
NHV,Nuku Hiva Airport,누쿠 히바 공항,대양주,French Polynesia,프랑스령폴리네시아,Nuku Hiva
TBU,Nuku'alofa Fua'Amotu International Airport,후아모투 국제공항,대양주,Tonga,통가,Nuku'Alofa
NCU,Nukus Airport,누쿠스 공항,아시아,Uzbekistan,우즈베키스탄,Nukus
NUK,"Nukutavake, Tuamoto Island Nukutavake Airport",누쿠타바크 공항,대양주,French Polynesia,프랑스령폴리네시아,Nukutavake
NUL,Nulato Airport,누라토 공항,북미,United States of America,미국,Nulato
SXP,Sheldon Point Sheldon Sea Plane Base,셸던 포인트 셸던 해상 비행기 기지,북미,United States of America,미국,Nunam Iqua
NUP,Nunapitchuk Airport,누나피추크 공항,북미,United States of America,미국,Nunapitchuk
NNX,Nunukan Airport,누누칸 공항,아시아,Indonesia,인도네시아,Nunukan
NQU,Nuqui Reyes Murillo Airport,누키 공항,중남미,Colombia,콜롬비아,Nuqui
NUE,Nuremberg Albrecht Durer Airport,뉘른베르크 공항,유럽,Germany,독일,Nuremberg
NQZ,Nur-Sultan Nazarbayev International Airport,아스타나 국제공항,아시아,Kazakhstan,카자흐스탄,Nursultan
GOH,Nuuk Airport,누우크 공항,유럽,Greenland,그린란드,Nuuk ( Godthab )
NYA,Nyagan Airport,냥꾼 공항,유럽,Russian Federation,러시아,Nyagan
UYL,Nyala Airport,니왈라 공항,아프리카,Sudan,수단,Nyala
OAK,Oakland International Airport,오클랜드 국제공항,북미,United States of America,미국,Oakland
OAX,Oaxaca Xoxocotlan Airport,속소코탄 공항,중남미,Mexico,멕시코,Oaxaca
OBN,Oban Airport,오반 공항,유럽,United Kingdom,영국,Oban
OBO,Obihiro Airport,오비히로 공항,아시아,Japan,일본,Obihiro
OBX,Obo Airport,오보 공항,대양주,Papua New Guinea,파푸아뉴기니,Obo
GNA,Grodno Airport,그로드노 공항,유럽,Belarus,벨로루시,Obukhovo
OCF,Ocala International Airport,테일러 필드 공항,북미,United States of America,미국,Ocala
ZOF,Ocean Falls,오션 폴스,북미,Canada,캐나다,Ocean Falls
OCJ,Boscobel Ian Fleming International Airport,보스코벨 공항,중남미,Jamaica,자메이카,Ocho Rios
OEC,Oecusse Airport,오에쿠시 공항,아시아,Timor-Leste,동티모르,Ocussi
ODE,Odense Hans Christian Andersen Airport,벨드링제 공항,유럽,Denmark,덴마크,Odense
ODS,Odessa International Airport,오데사 센트럴 공항,유럽,Ukraine,우크라이나,Odessa
KEO,Odienne Airport,오디엔 공항,아프리카,Cote d'Ivoire,코트디부아르,Odienne
OFU,Ofu Island Airport,오푸 섬 공항,대양주,American Samoa,아메리칸사모아,Ofu Village
IBR,Ibaraki Airport,히야쿠리 공항,아시아,Japan,일본,Ogawa
OGD,Ogden Regional Airport,오그던 힌클리 공항,북미,United States of America,미국,Ogden
OGS,Ogdensburg International Airport,오그덴스부르크 국제공항,북미,United States of America,미국,Ogdensburg
OGL,Georgetown Ogle Airport,오글 공항,중남미,Guyana,가이아나,Ogle
YOG,Ogoki Airport,오고키 공항,북미,Canada,캐나다,Ogoki Post
OHD,Ohrid Airport,생 폴 더 아포스틀 공항 ,유럽,North Macedonia (FYROM),북마케도니아,Ohrid
KSA,Kosrae International Airport,코스라에 국제공항,대양주,Micronesia,미크로네시아 연방,Okat
OKJ,Okayama Airport,오카야마 /오까야마 공항,아시아,Japan,일본,Okayama
OHO,Okhotsk Airport,오호츠크 공항,유럽,Russian Federation,러시아,Okhotsk 
OKA,Okinawa Naha Airport,나하 공항,아시아,Japan,일본,Okinawa
OKI,Oki Island Airport,오키 공항,아시아,Japan,일본,Okinoshima
OKC,Will Rogers World Airport,윌 로저스 월드 공항,북미,United States of America,미국,Oklahoma City
OKL,Oksibil Gunung Bintang Airport,옥시빌 공항,아시아,Indonesia,인도네시아,Oksibil
OIR,Okushiri Airport,오쿠시리 공항,아시아,Japan,일본,Okushiri
JCI,Kansas City New Century Aircenter Airport,뉴 센트리 에어센터,북미,United States of America,미국,Olathe
OLB,Olbia Costa Smeralda Airport,코아타 스메랄다 공항,유럽,Italy,이탈리아,Olbia
YOC,Old Crow Airport,올드 크로우 공항,북미,Canada,캐나다,Old Crow
KOY,Olga Bay Sea Plane Base,올가만 해상 비행기 기지,북미,United States of America,미국,Olga Bay
OLV,Olive Branch Airport,올리브브랜치 공항,북미,United States of America,미국,Olive Branch
OLJ,Olpoi West Cost Santo Airport,올포이 웨스트 코스트 산토 공항,대양주,Vanuatu,바누아투,Olpoi
OLP,Olympic Dam Airport,올림픽 댐 공항,대양주,Australia,오스트레일리아,Olympic Dam
OFF,Omaha Offutt Airport,오퓨트 공군기지,북미,United States of America,미국,Omaha
OMA,Omaha Eppley International Airport,에플리 필드,북미,United States of America,미국,Omaha
OMS,Omsk Tsentralny Airport,첸틀러니 공항,유럽,Russian Federation,러시아,Omsk
NGS,Nagasaki Airport,나가사키 공항,아시아,Japan,일본,Omura
ONB,Ononge Airport,오논게 공항,대양주,Papua New Guinea,파푸아뉴기니,Onange Mission
OND,Andimba Toivo ya Toivo Airport,온당바 공항,아프리카,Namibia,나미비아,Ondangwa
VPE,Ondjiva Airport,온지바 페레이라 공항,아프리카,Angola,앙골라,Ondjiva 
ONL,Oneill Municipal,오니일 시공항 ,북미,United States of America,미국,O'Neill
OOT,Onotoa Airport,오노토아 공항,대양주,Kiribati,키리바시,Onotoa
ONT,Ontario International Airport,온타리오 국제공항,북미,United States of America,미국,Ontario
OMR,Oradea Airport,오라데아 국제공항,유럽,Romania,루마니아,Oradea
ORA,Oran Airport,오랑 공항,중남미,Argentina,아르헨티나,Oran
ORN,Oran Ahmed Ben Bella Airport,에 세니아 공항,아프리카,Algeria,알제리,Oran
OAG,Orange Regional Airport,스프링힐 공항,대양주,Australia,오스트레일리아,Orange
ORZ,Orange Walk Airport,오렌지워크 공항,중남미,Belize,벨리즈,Orange Walk
OMD,Oranjemund Airport,오라제문드 공항,아프리카,Namibia,나미비아,Oranjemund
AUA,Aruba Queen Beatrix International Airport,레이나 비트릭스 공항,중남미,Aruba,아루바,Oranjestad
DSN,Ordos Ejin Horo Airport,오르도스 신간호로 공항,아시아,China,중국,Ordos
ORB,Orebro Bofors Airport,오레브로 보포르 공항,유럽,Sweden,스웨덴,Orebro
OEL,Oryol Yuzhny Airport,오yu 유즈니 공항,유럽,Russian Federation,러시아,Orel
REN,Orenburg Tsentralny Airport,첸틀러니 공항,유럽,Russian Federation,러시아,Orenburg
OLA,Orland Airport,올랜드 마인 에어스테이션,유럽,Norway,노르웨이,Orland
MCO,Orlando International Airport,올랜도 국제공항,북미,United States of America,미국,Orlando
ORL,Orlando Executive Airport,헌던 공항,북미,United States of America,미국,Orlando
SFB,Orlando Sanford International Airport,샌포드 국제공항,북미,United States of America,미국,Orlando
OMC,Ormoc Airport,오목 공항,아시아,Philippines,필리핀,Ormoc
OER,Ornskoldsvik Airport,외른셸스비크 공항,유럽,Sweden,스웨덴,Ornskoldsvik
OSW,Orsk Airport,오르스크 공항,유럽,Russian Federation,러시아,Orsk
HOV,Orsta-Volda Hovden Airport,호프덴 공항,유럽,Norway,노르웨이,Orsta-Volda
ORU,Oruro Juan Mendoza Airport,오루로 공항,중남미,Bolivia,볼리비아,Oruro
ITM,Osaka Itami Airport,이타미 공항,아시아,Japan,일본,Osaka
KIX,Osaka Kansai International Airport,간사이 국제공항,아시아,Japan,일본,Osaka
OSC,Oscoda Wurtsmith Airport,오스코다 워츠미스 공항,북미,United States of America,미국,"Oscoda, MI"
OSS,Osh Airport,오쉬 공항,아시아,Kyrgyzstan,키르기스스탄,Osh
OSH,Oshkosh Wittman Regional Airport,위트먼 리저널 공항,북미,United States of America,미국,Oshkosh
OSI,Osijek Airport,오시예크 공항,유럽,Croatia,크로아티아,Osijek
OSK,Oskarshamn Airport,오스카르스함 공항,유럽,Sweden,스웨덴,Oskarshamn
OSL,Avinor Oslo Airport,오슬로 공항  ,유럽,Norway,노르웨이,Oslo
ZOS,Osorno Canal Bajo Airport,카날 바조 공항,중남미,Chile,칠레,Osorno
OST,Oostende/Brugge Airport,오스텐 브루즈 국제공항,유럽,Belgium,벨기에,Ostend
OSD,Are Ostersund Airport,프로소 공항,유럽,Sweden,스웨덴,Ostersund
OSR,Ostrava Leos Janacek Airport,오스트라바 레오 자냐체크 공항 ,유럽,Czech Republic,체코 공화국,Ostrava
QRW,Warri Airport,워리 공항,아프리카,Nigeria,나이지리아,Osubi
YOW,Ottawa International Airport,오타와 맥도날 카티어 국제공항,북미,Canada,캐나다,Ottawa
OTO,Otto Vor Airport,오토 보어 공항,북미,United States of America,미국,Otto
OUA,Ouagadougou Airport,와가두구 공항,아프리카,Burkina Faso,부르키나 파소,Ouagadougou
OFI,Ouango-Fitini Airport,웅고피티니 공항,아프리카,Cote d'Ivoire,코트디부아르,Ouango Fitini
OGX,Ouargla Ain Beida Airport,아인 바이다 공항,아프리카,Algeria,알제리,Ouargla
OZZ,Ouarzazate Airport,아우아자자테 공항,아프리카,Morocco,모로코,Ouarzazate
ODY,Oudomxay Airport,우돔싸이 공항,아시아,Laos,라오스,Oudomxay
OUD,Oujda Angads Airport,레스 안가데스 공항,아프리카,Morocco,모로코,Oujda
OUL,Oulu Airport,오울루 공항,유럽,Finland,핀란드,Oulu
UVE,Ouvea Airport,울룹 공항,대양주,New Caledonia,뉴칼레도니아,Ouvea
KOZ,Ouzinkie Sea Plane Base,우진키에 해상 비행기장,북미,United States of America,미국,Ouzinkie
OWB,Owensboro-Daviess County Regional Airport,오언즈버러 데이비스 카운티 공항,북미,United States of America,미국,Owensboro
QOW,Owerri Sam Mbakwe Airport,이모 공항 ,아프리카,Nigeria,나이지리아,Owerri
OXF,London Oxford Airport,옥스퍼드 공항,유럽,United Kingdom,영국,Oxford
UOX,University-Oxford,유니버시티 옥스퍼드  공항,북미,United States of America,미국,Oxford
YOH,Oxford House Airport,옥스포트 하우스 공항,북미,Canada,캐나다,Oxford House
OYE,Oyem Airport,오옘 공항,아프리카,Gabon,가봉,Oyem
OLL,Ollombo Airport,오요 람보 공항,아프리카,Republic of the Congo,콩고공화국,Oyo
OZC,Ozamiz City Labo Airport,라보 공항,아시아,Philippines,필리핀,Ozamis City
PBJ,Paama Airport,파마 공항,대양주,Vanuatu,바누아투,Paama Island
JFR,Paamiut Airport,파미웃 공항 ,유럽,Greenland,그린란드,Paamiut ( Frederikshab )
PDG,Padang Minangkabau International Airport,미낭카바우 국제공항,아시아,Indonesia,인도네시아,Padang
AEG,Aek Godang Airport,아엑 고당 공항,아시아,Indonesia,인도네시아,Padang Sidempuan
PAD,Paderborn/Lippstadt Airport,페더브른 리프슈타트 공항,유럽,Germany,독일,Paderborn / Lippstadt
PAH,Barkley Regional Airport,바클리 지역공항,북미,United States of America,미국,Paducah
PAG,Pagadian Airport,파가디안 공항,아시아,Philippines,필리핀,Pagadian
PGA,Page Airport,페이지 시공항,북미,United States of America,미국,Page
PPG,Pago Pago Tafuna International Airport,파고파고 국제공항  ,대양주,American Samoa,아메리칸사모아,Pago Pago
PYY,Pai Airport,파이 공항,아시아,Thailand,태국,Pai
PCE,Painter Creek Airport,페인터 크릭 공항,북미,United States of America,미국,Painter Creek
PJA,Pajala Kalla International Airport,파얄라 공항,유럽,Sweden,스웨덴,Pajala
PKZ,Pakse Airport,팍스 공항,아시아,Laos,라오스,Pakse
PAF,Pakuba Airport,몬티조 공항,아프리카,Uganda,우간다,Pakuba
PLQ,Palanga International Airport,팔랑가 국제공항,유럽,Lithuania,리투아니아,Palanga
PKY,Palangkaraya Tjilik Riwut Airport,티지크 리우트 공항  ,아시아,Indonesia,인도네시아,Palangkaraya
PLM,Palembang Mahmud Badaruddin II Airport,술탄 무하무드 바다루딘 II 공항,아시아,Indonesia,인도네시아,Palembang
PQM,Palenque International Airport,팔렌케 국제공항,중남미,Mexico,멕시코,Palenque
PMO,Palermo Falcone Borsellino Airport,푼타 라이시 공항 ,유럽,Italy,이탈리아,Palermo
PMK,Palm Island Airport,팜아일랜드 공항,대양주,Australia,오스트레일리아,Palm Island
PSP,Palm Springs International Airport,팜스프링스 국제공항,북미,United States of America,미국,Palm Springs
TRM,Thermal Jacqueline Cochran Regional Airport,데저트 리조츠 지역공항,북미,United States of America,미국,Palm Springs
LMZ,Palma Airport (Mozambique),팔마 공항 (모잠비크),아프리카,Mozambique,모잠비크,Palma
PMI,Palma de Mallorca Airport,팔마데마요르카 공항,유럽,Spain,스페인,Palma de Mallorca
PMZ,Palmar Palmur'Sur Airport,팔머 쉬르 공항,중남미,Costa Rica,코스타리카,Palmar
PMW,Palmas Airport,팔마스 공항,중남미,Brazil,브라질,Palmas
PMR,Palmerston North Airport,파머스턴노스 국제공항,대양주,New Zealand,뉴질랜드,Palmerston North
PAO,Palo Alto Airport,팔로알토 산타 클라라 카운티 공항,북미,United States of America,미국,Palo Alto
PLW,Palu Mutiara Airport,무티아라 공항,아시아,Indonesia,인도네시아,Palu
PNA,Pamplona Airport,팜플로나 공항,유럽,Spain,스페인,Pamplona
PAC,Panama City Albrook International Airport,파이틸라 공항  ,중남미,Panama,파나마,Panama City
PTY,Panama City Tocumen International Airport,토쿠먼 국제 공항  ,중남미,Panama,파나마,Panama City
BLB,Panama City Pacific International Airport,파나마 시티 퍼시픽 국제공항,중남미,Panama,파나마,Panama City
PAM,Panama City Tyndall Airport,파나마 시티 틴달 공항,북미,United States of America,미국,Panama City
ECP,Panama City Northwest Florida Beaches International Airport,노스웨스트 플로리다 해변 국제 공항,북미,United States of America,미국,Panama City FL
PGK,Pangkal Pinang Depati Amir Airport,팡칼피낭 공항,아시아,Indonesia,인도네시아,Pangkal Pinang
PKN,Pangkalanbuun Airport,이스칸다르 공항,아시아,Indonesia,인도네시아,Pangkalanbuun
